GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,AtPrecisionComparator,8,21,3,1,1,5,2,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,DeepDifference_Test,0,1499,0,0,0,229,0,24,0,24
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_isLessThanOrEqualTo_Test,6,52,0,0,2,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,DeepDifference_Test.EmptyClassWithEquals,8,0,0,0,3,0,3,0,3,0
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,BaseArraysTest,0,50,0,0,0,8,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_isGreaterThan_Test,11,93,0,0,2,19,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,IgnoringFieldsComparator_compareTo_Test,0,98,0,0,0,17,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,DoublesBaseTest,0,48,0,0,0,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,BytesBaseTest,0,51,0,0,0,12,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,UrisBaseTest,0,27,0,0,0,7,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_stringStartsWith_Test,0,36,0,0,0,6,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_iterableContains_Test,0,126,0,0,0,15,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_stringEndsWith_Test,0,36,0,0,0,6,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_arrayContains_Test,7,108,0,0,2,14,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ShortsBaseTest,0,44,0,0,0,9,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,InputStreamsBaseTest,0,47,0,0,0,11,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ClassesBaseTest.NoField,6,0,0,0,1,0,1,0,1,0
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,FieldByFieldComparator_compareTo_Test,0,85,0,0,0,15,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,RecursiveFieldByFieldComparator_compareTo_Test.Foo,0,9,0,0,0,4,0,1,0,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,DeepDifference_Test.SetWrapper,0,6,0,0,0,3,0,1,0,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,IntArraysBaseTest,0,76,0,0,0,16,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_isGreaterThan_Test,8,62,0,0,2,13,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_areEqual_Test,0,187,0,0,0,30,0,12,0,12
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,FloatArraysBaseTest,0,76,0,0,0,16,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,DeepDifference_Test.Class1,0,15,0,0,0,7,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,BigIntegersBaseTest,0,14,0,0,0,4,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,FloatsBaseTest,0,48,0,0,0,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ObjectArraysWithConditionBaseTest,0,21,0,0,0,6,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ByteArraysBaseTest,0,76,0,0,0,16,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,IterablesWithConditionsBaseTest,0,33,0,0,0,8,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,FieldByFieldComparator_compareTo_Test.JarJar,0,6,0,0,0,3,0,1,0,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,RecursiveFieldByFieldComparator_compareTo_Test,0,102,0,0,0,15,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,TypeComparators_Test.Foo,8,0,0,0,1,0,1,0,1,0
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_isLessThan_Test,6,52,0,0,2,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,FilesBaseTest,0,66,0,0,0,14,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_isGreaterThanOrEqualTo_Test,6,52,0,0,2,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,OnFieldsComparator_creation_Test,53,64,0,0,12,12,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_areEqual_Test,10,68,0,0,2,14,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,LongsBaseTest,0,44,0,0,0,9,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,BooleanArraysBaseTest,0,42,0,0,0,9,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,RecursiveFieldByFieldComparator_toString_Test,0,15,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ComparatorBasedComparisonStrategy_isLessThanOrEqualTo_Test,11,62,0,0,2,12,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,ObjectArraysBaseTest,0,89,0,0,0,18,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal,StandardComparisonStrategy_stringStartsWith_Test,0,18,0,0,0,4,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasSameSizeAs_with_Map_Test,31,82,0,0,6,11,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertDoesNotContainKeys_Test,50,94,0,0,8,20,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertDoesNotContain_Test,43,73,0,0,9,11,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasKeySatisfying_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_entry_condition_Test,27,50,0,0,7,13,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_value_conditions_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsValue_Test,17,66,0,0,5,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_condition_Test,46,154,0,0,11,32,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_condition_Test.new Condition() {...},0,12,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertDoesNotContainValue_Test,17,60,0,0,5,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertNullOrEmpty_Test,8,38,0,0,3,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_value_conditions_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasSameSizeAs_with_Array_Test,25,81,0,0,4,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsKey_Test,27,82,0,0,5,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertDoesNotContainKey_Test,17,60,0,0,5,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_entry_condition_Test.new Condition() {...},2,21,1,3,0,3,1,3,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_value_conditions_Test.new Condition() {...},0,10,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasKeySatisfying_Test.new Condition() {...},0,10,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_value_conditions_Test,69,107,0,0,15,22,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_value_conditions_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsKeys_Test,46,111,0,0,8,20,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasSameSizeAs_with_Iterable_Test,25,80,0,0,4,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertEmpty_Test,14,36,0,0,5,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasValueSatisfying_Test,27,50,0,0,7,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_entry_condition_Test.new Condition() {...},0,23,1,3,0,3,1,3,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasValueSatisfying_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsValues_Test,39,120,0,0,7,19,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsExactly_Test,83,244,0,2,17,43,0,14,0,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasValueSatisfying_Test.new Condition() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfyingCondition_Test,46,154,0,0,11,32,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasSize_Test,14,57,0,0,4,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfying_with_key_and_condition_Test.new Condition() {...},2,11,1,1,0,3,1,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsOnly_Test,72,225,0,0,18,42,0,11,0,11
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfyingConsumer_Test,56,99,0,0,9,17,4,11,4,11
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfyingCondition_Test.new Condition() {...},0,12,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsOnlyKeys_Test,59,157,0,0,15,28,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContainsAnyOf_Test,51,130,0,0,11,20,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasEntrySatisfyingCondition_Test.new Condition() {...},2,11,1,1,0,3,1,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertHasKeySatisfying_Test,27,49,0,0,7,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertContains_Test,51,139,0,0,11,20,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.maps,Maps_assertNotEmpty_Test,14,35,0,0,5,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_overridingErrorMessage_Test,26,28,0,0,4,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_customRepresentation_Test.CustomRepresentation,0,16,0,0,0,2,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_info_Test,13,17,0,0,2,4,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_isFalse_Test,10,35,0,0,4,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_isTrue_Test,10,35,0,0,4,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_customRepresentation_Test,17,15,0,0,2,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.boolean_,AtomicBooleanAssert_isNull_Test,0,12,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,TextDescription_value_Test,0,54,0,0,0,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,TextDescription_constructor_Test,0,37,0,0,0,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,Description_toString_Test,0,30,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,Description_toString_Test.TestDescription,0,10,0,0,0,4,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,TextDescription_equals_hashCode_Test,0,73,0,0,0,17,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,EmptyTextDescription_emptyText_Test,0,23,0,2,0,7,0,4,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,Description_mostRelevantDescription_Test,0,74,0,0,0,21,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.description,TextDescription_toString_Test,0,34,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsPositive_Test,7,28,0,0,2,8,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertLessThan_Test,60,97,0,0,16,23,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotNegative_Test,7,35,0,0,2,10,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertEqual_with_offset_Test,100,149,0,0,18,29,0,13,0,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotPositive_Test,21,29,0,0,6,8,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_NaN_Test,0,13,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsCloseToPercentage_Test,114,116,0,0,21,24,3,14,3,14
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotCloseToPercentage_Test,104,138,0,0,20,29,3,13,3,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertEqual_Test,38,68,0,0,10,16,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNegative_Test,21,22,0,0,6,6,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotNaN_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsBetween_Test,44,78,0,0,12,20,2,8,2,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertGreaterThanOrEqualTo_Test,38,97,0,0,10,21,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsStrictlyBetween_Test,62,85,0,0,17,22,2,8,2,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsZero_Test,23,29,0,0,6,8,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotCloseTo_Test,81,136,0,0,18,29,2,13,2,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsCloseTo_Test,89,132,0,0,19,28,2,14,2,14
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNaN_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertGreaterThan_Test,52,93,0,0,14,22,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsOne_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertNotEqual_Test,38,63,0,0,10,15,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertIsNotZero_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.floats,Floats_assertLessThanOrEqualTo_Test,38,81,0,0,10,19,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotPositive_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_usingComparator_Test,0,37,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isGreaterThanOrEqualTo_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isCloseToPercentage_Test,0,42,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isEqualTo_double_with_offset_Test,0,38,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotZero_Test,24,71,0,0,9,19,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isGreaterThan_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotEqualTo_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isEqualTo_with_offset_Test,0,45,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isLessThan_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isOne_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNegative_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isBetween_Doubles_Test,0,34,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isEqualTo_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotNegative_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isCloseTo_double_Test,0,43,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotCloseToPercentage_Test,0,42,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotNaN_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isPositive_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNotCloseTo_double_Test,0,43,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isNaN_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isLessThanOrEqualTo_double_Test,0,29,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isStrictlyBetween_Doubles_Test,0,34,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_usingDefaultComparator_Test,0,38,0,0,0,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.double_,DoubleAssert_isZero_Test,16,67,0,0,6,21,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.shortarrays,ShortArrays_assertNotEmpty_Test,14,31,0,0,5,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.shortarrays,ShortArrays_assertIsSorted_Test,30,176,0,0,10,29,0,12,0,12
